5.09298187137972e-07, 1.12
4.532045151337278e-07, 0.8166666666666667
0.0, 0
7.342797944125954e-07, 1.54
1.6147656203220454e-05, 19.78888888888889
6.57153778827891e-07, 1.44
1.7778322281779641e-06, 3.6171428571428574
1.1913660763273547e-05, 13.449999999999998
6.539010193917192e-07, 1.96
7.785974860331294e-08, 0.07500000000000001
2.0439369466692423e-07, 0.44
2.095839149486e-07, 0.46
8.24917473980764e-07, 2.302857142857143
1.1386914805784219e-07, 0.15
4.939814786010531e-08, 0.1
0.0, 0
9.875111792848752e-08, 0.1
7.242599869322621e-08, 0.14
4.821489184826773e-07, 1.06
1.6669164495901193e-06, 2.984126984126984
3.3781998356231164e-07, 0.36
0.0, 0
3.8683123896821444e-08, 0.05714285714285714
6.386402313778216e-08, 0.14
2.385305145935084e-07, 0.52
8.710639029417562e-06, 13.7
1.0507871790050334e-06, 5.0
0.0, 0
4.873721728247596e-07, 1.16
7.510290098108453e-08, 0.1
1.6213075302560823e-07, 0.32
2.108269233703957e-06, 5.380000000000001
1.1608765756802467e-06, 1.8142857142857143
2.344421235149116e-07, 0.26666666666666666
1.993750690859854e-05, 21.930000000000003
2.559563309636087e-06, 6.06
7.104036577402065e-06, 11.362499999999999
3.13253397814076e-07, 0.6257142857142857
5.747839718689016e-07, 1.26
5.3905912703858205e-06, 5.930000000000001
1.138289072706503e-06, 4.4
6.998408513867094e-07, 2.5333333333333337
3.541630902461564e-07, 1.5428571428571427
9.266774460523866e-07, 2.04
1.412002760861933e-06, 3.0800000000000005
5.9434667916872565e-06, 7.255555555555557
1.227297869556714e-06, 1.35
9.733256597647747e-08, 0.14285714285714285
1.9749847014398385e-07, 0.5942857142857143
1.7603540298393723e-06, 2.8
0.0, 0
1.094803506960171e-07, 0.24
2.161953611099472e-07, 0.3
4.2571356963051756e-07, 0.92
1.7003450209084832e-06, 3.72
1.6706008727706087e-06, 5.3999999999999995
9.301109286763214e-08, 0.2
1.2669140615782806e-06, 2.78
1.0233088233959963e-06, 2.24
8.510409605073265e-07, 2.257142857142857
9.286705082472134e-07, 2.04
3.647660583249319e-06, 8.040000000000001
2.932798643317304e-07, 0.62
2.70148254266992e-06, 7.959999999999999
2.1165502471454235e-06, 5.174285714285714
4.003178794389438e-07, 0.5428571428571428
5.4760551367821446e-08, 0.12
7.748967769967581e-07, 1.9457142857142857
1.995700646699033e-07, 0.42
2.2303943475148793e-06, 2.7111111111111112
1.5323036690756484e-07, 0.3
1.7843504900282556e-07, 0.2571428571428571
6.018892896722017e-08, 0.08571428571428572
7.250461519902737e-07, 1.6742857142857142
1.8203945294182144e-07, 0.36
1.493543217332388e-06, 3.4
2.3569817697137468e-07, 0.5
2.787132495052833e-07, 0.6
6.393560296261501e-07, 1.62
4.45840587770224e-06, 9.96
8.485387853654493e-07, 1.86
2.194312412081193e-06, 3.5
4.191447633576773e-07, 0.92
3.385325362697641e-07, 0.98
8.457812722860909e-07, 1.88
1.3264449214214395e-06, 2.92
4.640949356754971e-08, 0.07142857142857142
3.6404622008841423e-07, 0.82
2.5767566427204393e-06, 5.557142857142855
4.621996787210112e-06, 10.74
3.152467113275169e-06, 6.451428571428572
6.766546729325109e-07, 1.4600000000000002
0.0, 0
5.866231228462514e-07, 1.62
3.926381873283374e-07, 0.84
3.517905844386431e-08, 0.06
7.914794838466521e-07, 2.2600000000000002
0.0, 0
3.900593081228224e-07, 0.5714285714285714
7.322258608895675e-08, 0.14
